Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
7571,2:10:54,Adugna Takele,ETH,26.02.1989,7,Shanghai,12.11.2017,Men,Marathon
7571,2:10:54,Emmanuel Mutai,KEN,12.10.1984,11,London,26.04.2015,Men,Marathon
7571,2:10:54,Amanuel Mesel,ERI,29.12.1990,5,Valencia,16.11.2014,Men,Marathon
7571,2:10:54,Abebe Negewo,ETH,20.05.1984,2,Beijing,19.10.2014,Men,Marathon
7571,2:10:54,Abdu Endris,ETH,07.08.1996,1,Fuzhou,15.12.2024,Men,Marathon
7571,2:10:54,Rachid Kisri,MAR,01.03.1975,6,Ottawa,25.05.2014,Men,Marathon
7571,2:10:54,Sylvester Kimeli Teimet,KEN,04.06.1984,3,Hengshui,21.09.2013,Men,Marathon
7571,2:10:54,Nixson Kurgat,KEN,02.05.1988,2,Madrid,28.04.2013,Men,Marathon
7571,2:10:54,Tefera Regassa,ETH,,3,Chongqing,23.03.2013,Men,Marathon
7571,2:10:54,Hideaki Tamura,JPN,21.07.1988,10,Otsu,03.03.2013,Men,Marathon
7571,2:10:54,John Kyalo Kyui,KEN,20.10.1984,3,Mumbai,15.01.2012,Men,Marathon
7571,2:10:54,Nahashon Kimaiyo,KEN,04.05.1983,1,Düsseldorf,08.05.2011,Men,Marathon
7571,2:10:54,Takayuki Matsumiya,JPN,21.02.1980,3,Fukuoka,05.12.2010,Men,Marathon
7571,2:10:54,Oleksandr Kuzin,UKR,21.10.1974,4,Venezia,25.10.2009,Men,Marathon
7571,2:10:54,Daniel Kiprop Limo,KEN,10.12.1983,4,Reims,18.10.2009,Men,Marathon
7571,2:10:54,Mykola Antonenko,UKR,02.09.1972,4,Praha,10.05.2009,Men,Marathon
7571,2:10:54,Japhet Kipkorir,KEN,07.04.1981,1,Beograd,22.04.2006,Men,Marathon
7571,2:10:54,James Moiben,KEN,20.04.1977,1,Xiamen,27.03.2004,Men,Marathon
7571,2:10:54,Simon Bor,KEN,13.02.1969,2,Madrid,28.10.2001,Men,Marathon
7571,2:10:54,Benjamin Kipngetich Bitok,KEN,17.09.1980,1,Toulouse,27.10.2013,Men,Marathon
7571,2:10:54,Josh Izewski,USA,29.04.1990,9,Houston,19.01.2025,Men,Marathon
7571,2:10:54,Danilo Goffi,ITA,03.12.1972,10,London,16.04.2000,Men,Marathon
7571,2:10:54,Isaac Cheluko,KEN,10.12.1998,2,Venezia,26.10.2025,Men,Marathon
7571,2:10:54,Gemechu Yadesa,ETH,27.02.2005,8,Hong Kong,18.01.2026,Men,Marathon
7571,2:10:54,Peng Gao,CHN,16.08.1996,15,Wuxi,22.03.2026,Men,Marathon
7571,2:10:54,Isaac García,MEX,29.10.1960,3,Rotterdam,23.04.1995,Men,Marathon
7571,2:10:54,Gelindo Bordin,ITA,02.04.1959,1,Neckarstadion,30.08.1986,Men,Marathon
7571,2:10:54,Ron Tabb,USA,07.08.1954,1,Sydney,12.06.1983,Men,Marathon
7571,2:10:54,Juma Ikangaa,TAN,19.07.1960,5,Tokyo,13.02.1983,Men,Marathon
7571,2:10:54,John Lodwick,USA,16.03.1954,3,Eugene,09.09.1979,Men,Marathon
7571,2:10:54,Viktor Röthlin,SUI,14.10.1974,8,Berlin,30.09.2001,Men,Marathon
7612,2:10:55,Abayneh Degu,ETH,01.12.1998,15,Chicago,09.10.2022,Men,Marathon
7612,2:10:55,Tesfamichael Haftom,ETH,29.05.1989,5,Nanchang,12.11.2023,Men,Marathon
7612,2:10:55,Wenhao Xu,CHN,06.11.2001,14,Wuxi,24.03.2024,Men,Marathon
7612,2:10:55,Ken Yokote,JPN,27.04.1993,46,Osaka,22.02.2026,Men,Marathon
7612,2:10:55,Edwin Kipruto Tuitoek,KEN,07.11.1998,9,Daegu,23.02.2025,Men,Marathon
7612,2:10:55,Paul Chelimo,USA,27.10.1990,7,Rawhide Events Center,21.12.2025,Men,Marathon
7612,2:10:55,Victor Kiplangat,UGA,10.11.1999,1,Victoria Square,30.07.2022,Men,Marathon
7612,2:10:55,Stanley Bett,KEN,13.12.1986,8,Milano,12.04.2026,Men,Marathon
7612,2:10:55,Elisha Kiprop Barno,KEN,01.01.1985,1,Two Harbors to Duluth,22.06.2024,Men,Marathon
7612,2:10:55,Jo Fukuda,JPN,31.12.1990,1,Gold Coast,03.07.2022,Men,Marathon
7612,2:10:55,Debeko Dasa,ETH,28.03.1999,2,Lagos,08.02.2020,Men,Marathon
7612,2:10:55,Abayneh Ayele,ETH,04.11.1987,2,Madrid,26.09.2021,Men,Marathon
7612,2:10:55,Masresha Bere,ETH,11.01.1998,2,Hamburg,12.09.2021,Men,Marathon
7612,2:10:55,Tachlowini Gabriyesos,ART,01.01.1998,6,Hula Lake Park,14.03.2021,Men,Marathon
7612,2:10:55,Natsuki Terada,JPN,30.08.1991,4,Fukuoka,01.12.2019,Men,Marathon
7612,2:10:55,Henry Kiprop,KEN,01.01.1987,2,Venezia,27.10.2019,Men,Marathon
7612,2:10:55,Brett Robinson,AUS,08.05.1991,11,London,28.04.2019,Men,Marathon
7612,2:10:55,Daniel Muindi,KEN,10.11.1994,4,Mumbai,20.01.2019,Men,Marathon
7612,2:10:55,Tuemay Weldlibanos Tsegay,ERI,20.12.1995,4,Guangzhou,09.12.2018,Men,Marathon
7612,2:10:55,Abraham Kiprotich,FRA,17.08.1983,3,Istanbul,11.11.2018,Men,Marathon
7612,2:10:55,Deribe Robi,ETH,26.09.1990,6,Wien,23.04.2017,Men,Marathon
7612,2:10:55,Michaël Gras,FRA,15.09.1991,16,Paris,03.04.2022,Men,Marathon
7612,2:10:55,Reid Coolsaet,CAN,29.07.1979,7,Fukuoka,04.12.2016,Men,Marathon
7612,2:10:55,Juan Luis Barrios,MEX,24.06.1983,21,Tokyo,25.02.2018,Men,Marathon
7612,2:10:55,Takeshi Soh,JPN,09.01.1953,4,Memorial Coliseum,12.08.1984,Men,Marathon
7612,2:10:55,Kyle Heffner,USA,12.09.1954,3,Niagara Falls,24.05.1980,Men,Marathon
7612,2:10:55,Chiharu Takada,JPN,09.07.1981,5,Fukuoka,06.12.2015,Men,Marathon
7612,2:10:55,Abel Kirui,KEN,06.04.1982,10,Amsterdam,18.10.2015,Men,Marathon
7612,2:10:55,Javier Guerra,ESP,10.11.1983,9,London,23.04.2017,Men,Marathon
7612,2:10:55,Afewerk Mesfin,ETH,12.10.1992,11,Seoul,17.03.2013,Men,Marathon
7612,2:10:55,Laban Kipkemoi Moiben,KEN,30.10.1983,5,Mumbai,20.01.2013,Men,Marathon
7612,2:10:55,Habtamu Asefa,ETH,29.03.1985,3,Firenze,25.11.2012,Men,Marathon
7612,2:10:55,Mohamed El Hachimi,MAR,05.09.1980,3,Shanghai,04.12.2011,Men,Marathon
7612,2:10:55,Ernest Kiprugut Kebenei,KEN,20.11.1984,1,Nairobi,30.10.2011,Men,Marathon
7612,2:10:55,Reid Coolsaet,CAN,29.07.1979,3,Toronto,16.10.2011,Men,Marathon
7612,2:10:55,Scott Overall,GBR,09.02.1983,5,Berlin,25.09.2011,Men,Marathon
7612,2:10:55,Joseph Lomala,KEN,01.01.1982,3,Ljubljana,24.10.2010,Men,Marathon
7612,2:10:55,Daniel Njenga,KEN,07.05.1976,2,Beppu,07.02.2010,Men,Marathon
7612,2:10:55,Philemon Boit,KEN,,3f1,See Genezareth,08.01.2009,Men,Marathon
7612,2:10:55,Stefano Baldini,ITA,25.05.1971,1,Olympic Stadium,29.08.2004,Men,Marathon
7612,2:10:55,Daniel Aschenik Derese,ETH,,2,Chongqing,22.03.2014,Men,Marathon
7612,2:10:55,Thabiso Moqhali,LES,07.12.1967,7,London,12.04.1992,Men,Marathon
7612,2:10:55,Jesús Herrera,MEX,22.03.1962,5,Rotterdam,16.04.1989,Men,Marathon
7612,2:10:55,Koichi Takahashi,JPN,07.06.1962,9,San Sebastián,31.10.1993,Men,Marathon
7612,2:10:55,Antonio Serrano,ESP,08.03.1965,5,London,21.04.1996,Men,Marathon
7612,2:10:55,Carsten Eich,GER,09.01.1970,1,Köln,11.10.1998,Men,Marathon
7612,2:10:55,Willy Cheruiyot,KEN,02.08.1974,4,Hamburg,21.04.2002,Men,Marathon
7612,2:10:55,Mark Yatich,KEN,04.12.1976,10,Berlin,29.09.2002,Men,Marathon
7612,2:10:55,Yasuaki Yamamoto,JPN,05.08.1972,11,Berlin,28.09.2003,Men,Marathon
7612,2:10:55,Hendrick Ramaala,RSA,02.02.1972,8,Chicago,12.10.2003,Men,Marathon
7612,2:10:55,Wilson Onsare,KEN,15.06.1976,3,Seoul,02.11.2003,Men,Marathon
7612,2:10:55,Ahmed Salah,DJI,31.12.1956,1,Seoul,12.04.1987,Men,Marathon
7664,2:10:56,Collins Cheboi,KEN,25.09.1987,8,Wuxi,24.03.2019,Men,Marathon
7664,2:10:56,Wilson Kipsang Kiprotich,KEN,15.03.1982,2,New York,05.11.2017,Men,Marathon
7664,2:10:56,Daniele Meucci,ITA,07.10.1985,6,Olympic Stadium,06.08.2017,Men,Marathon
7664,2:10:56,Gideon Kipkemoi Kipketer,KEN,10.11.1992,5,Olympic Stadium,06.08.2017,Men,Marathon
7664,2:10:56,Tsegaye Kebede,ETH,15.01.1987,5,Rotterdam,10.04.2016,Men,Marathon
7664,2:10:56,Philemon Gitia Baaru,KEN,20.05.1981,2,Casablanca,25.10.2015,Men,Marathon
7664,2:10:56,Monatcer Zaghou,MAR,14.05.1989,5,Marrakech,27.01.2019,Men,Marathon
7664,2:10:56,Stephen Chebogut,KEN,09.01.1985,4,Mumbai,19.01.2014,Men,Marathon
7664,2:10:56,Brimin Kipkorir,KEN,25.05.1989,1,Athina,11.11.2018,Men,Marathon
7664,2:10:56,Yuta Shimoda,JPN,31.03.1996,43,Osaka,24.02.2025,Men,Marathon
7664,2:10:56,Andrew Bumbalough,USA,14.03.1987,12,Chicago,13.10.2019,Men,Marathon
7664,2:10:56,Jackson Kiprop,UGA,20.10.1986,7,New York,03.11.2013,Men,Marathon
7664,2:10:56,Paul Muchemi Maina,KEN,31.12.1982,4,Changsha,27.10.2019,Men,Marathon
7664,2:10:56,Victor Kiplimo,KEN,01.01.1990,2,Porto,03.11.2019,Men,Marathon
7664,2:10:56,Bazu Worku Hayla,ETH,15.09.1990,4,Beijing,03.11.2019,Men,Marathon
7664,2:10:56,Ayumi Sato,JPN,25.02.1988,53,Otsu,28.02.2021,Men,Marathon
7664,2:10:56,Daisuke Doi,JPN,06.11.1996,18,Osaka,27.02.2022,Men,Marathon
7664,2:10:56,Yimer Getahun,ISR,28.06.1992,7,Odeonplatz,15.08.2022,Men,Marathon
7664,2:10:56,Filex Malewa Chemongesi,UGA,19.08.1993,6,Enschede,16.04.2023,Men,Marathon
7664,2:10:56,Alfred Kipchirchir Mukhche,KEN,08.08.1994,3,Toronto,15.10.2023,Men,Marathon
7664,2:10:56,Julius Kiprono Tarus,KEN,11.11.1991,10,Rotterdam,07.04.2019,Men,Marathon
7664,2:10:56,Wosen Zeleke,ETH,01.07.1992,4,Warszawa,29.09.2013,Men,Marathon
7664,2:10:56,Sammy Chumba,KEN,09.08.1978,2,Marrakech,27.01.2008,Men,Marathon
7664,2:10:56,David Toniok Cherono,KEN,01.01.1984,5,Warszawa,21.04.2013,Men,Marathon
7664,2:10:56,Teshome Mekonen,USA,05.08.1995,4,Dublin,26.10.2025,Men,Marathon
7664,2:10:56,Jorge Luis Cruz,MEX,29.07.1996,42,Valencia,01.12.2024,Men,Marathon
7664,2:10:56,Daniel Mesfun,USA,01.01.1988,10,Houston,19.01.2025,Men,Marathon
7664,2:10:56,Jie He,CHN,27.12.1998,4,Wuhan,22.03.2026,Men,Marathon
7664,2:10:56,Archie Casteel,SWE,13.08.1996,5,Friedrichswall,12.04.2026,Men,Marathon
7664,2:10:56,Abayneh Degu,ETH,01.12.1998,6,Abu Dhabi,13.12.2025,Men,Marathon
7664,2:10:56,Nicholas Kirwa,KEN,16.06.1994,9,Doha,16.01.2026,Men,Marathon
7664,2:10:56,Takuya Kitasaki,JPN,05.03.1999,47,Osaka,22.02.2026,Men,Marathon
7664,2:10:56,Ralf Salzmann,FRG,06.02.1955,5,Chicago,20.10.1985,Men,Marathon
7664,2:10:56,Albert Kiplagat Matebor,KEN,25.12.1980,4,Praha,12.05.2013,Men,Marathon
7664,2:10:56,Hiromi Taniguchi,JPN,05.04.1960,1,Rotterdam,22.04.1990,Men,Marathon
7664,2:10:56,Daisuke Tokunaga,JPN,28.11.1965,2,Rotterdam,28.04.1996,Men,Marathon
7664,2:10:56,Simon Mphulanyane,RSA,10.09.1970,9,London,18.04.1999,Men,Marathon
7664,2:10:56,Rachid El Ghanmouni,MAR,10.04.1978,13,Stade de France,30.08.2003,Men,Marathon
7664,2:10:56,Christopher Isegwe,TAN,22.02.1976,2,Beijing,17.10.2004,Men,Marathon
7664,2:10:56,Satoshi Osaki,JPN,04.06.1976,2,Fukuoka,05.12.2004,Men,Marathon
7664,2:10:56,Dmytri Baranovskiy,UKR,28.07.1979,3,Wien,07.05.2006,Men,Marathon
7664,2:10:56,Paul Kimaiyo Kimugul,KEN,04.03.1980,6,Wien,18.04.2010,Men,Marathon
7664,2:10:56,Yusuf Songoka,KEN,05.02.1979,7,Seoul,07.11.2010,Men,Marathon
7664,2:10:56,Vincent Kiplagat Mitei,KEN,10.08.1984,5,Hannover,08.05.2011,Men,Marathon
7664,2:10:56,Guangyu Hu,CHN,04.12.1970,1,Beijing,30.10.1994,Men,Marathon
7664,2:10:56,Peter Butler,CAN,15.02.1958,1,Sacramento,08.12.1985,Men,Marathon
7710,2:10:57,Jacob Kibet Chulyo Kendagor,KEN,24.08.1984,6,Gunsan,06.04.2025,Men,Marathon
7710,2:10:57,Lani Rutto,KEN,29.03.1989,5,Seoul,30.10.2016,Men,Marathon
7710,2:10:57,Siyoum Lemma,ETH,,6,Chongqing,18.03.2012,Men,Marathon
7710,2:10:57,Rachid Kisri,MAR,01.03.1975,7,Xiamen,02.01.2014,Men,Marathon
7710,2:10:57,Ryan Vail,USA,19.03.1986,10,London,13.04.2014,Men,Marathon
7710,2:10:57,Luke Kibet,KEN,12.04.1983,3,Mumbai,18.01.2015,Men,Marathon
7710,2:10:57,Mule Wasihun,ETH,20.10.1993,11,Dubai,23.01.2015,Men,Marathon
7710,2:10:57,Yuki Takamiya,JPN,02.12.1987,8,Tokyo,28.02.2016,Men,Marathon
7710,2:10:57,Eliud Kiplagat,KEN,01.01.1985,2,Wuhan,10.04.2016,Men,Marathon
7710,2:10:57,El Hassan El Abbassi,BRN,13.04.1984,2,Lisboa,15.10.2017,Men,Marathon
7710,2:10:57,Girmay Birhanu Gebru,ETH,27.01.1987,5,Roma,08.04.2018,Men,Marathon
7710,2:10:57,Jörg Peter,GDR,23.10.1955,2,Tokyo,12.02.1984,Men,Marathon
7710,2:10:57,Peter Herzog,AUT,01.08.1987,12,Berlin,29.09.2019,Men,Marathon
7710,2:10:57,Callum Hawkins,GBR,22.06.1992,4,Corniche,05.10.2019,Men,Marathon
7710,2:10:57,Alemu Gemechu,ETH,01.01.1995,1,Nice,03.11.2019,Men,Marathon
7710,2:10:57,Thijs Nijhuis,DEN,20.09.1992,30,Sevilla,23.02.2020,Men,Marathon
7710,2:10:57,Jo Fukuda,JPN,31.12.1990,6,Hofu,20.12.2020,Men,Marathon
7710,2:10:57,Leonard Langat,KEN,07.08.1990,5,Genève,02.05.2021,Men,Marathon
7710,2:10:57,Yuki Takei,JPN,01.12.1999,19,Osaka,27.02.2022,Men,Marathon
7710,2:10:57,Daisuke Uekado,JPN,11.12.1993,32,Tokyo,06.03.2022,Men,Marathon
7710,2:10:57,Shun Sadakata,JPN,30.06.1997,5,Nagano,23.04.2023,Men,Marathon
7710,2:10:57,Mathew Kibowen Kosgei,KEN,01.01.1983,5,Hamburg,25.04.2010,Men,Marathon
7710,2:10:57,Nguse Amlosom,ERI,10.11.1986,14,Amsterdam,15.10.2023,Men,Marathon
7710,2:10:57,Wilson Chelal,KEN,15.12.1982,1,Trieste,04.05.2008,Men,Marathon
7710,2:10:57,Ottaviano Andriani,ITA,04.01.1974,1,Trieste,06.05.2007,Men,Marathon
7710,2:10:57,Orlando Pizzolato,ITA,30.07.1958,2,Neckarstadion,30.08.1986,Men,Marathon
7710,2:10:57,Martin Ten Kate,NED,16.12.1958,1,Enschede,26.08.1989,Men,Marathon
7710,2:10:57,Takeyuki Nakayama,JPN,20.12.1959,1,Tokyo,12.02.1990,Men,Marathon
7710,2:10:57,Steven Brace,GBR,07.07.1961,1,Berlin,29.09.1991,Men,Marathon
7710,2:10:57,Belaye Wolashe,ETH,03.05.1969,2,Paris,25.04.1993,Men,Marathon
7710,2:10:57,David Richard Nerurkar,GBR,06.01.1964,1,Hamburg,23.05.1993,Men,Marathon
7710,2:10:57,Xolile Yawa,RSA,29.09.1963,1,Berlin,26.09.1993,Men,Marathon
7710,2:10:57,Guangyu Hu,CHN,04.12.1970,1,Beijing,17.10.1993,Men,Marathon
7710,2:10:57,Said Er Rmili,MAR,01.01.1963,1,Paris,24.04.1994,Men,Marathon
7710,2:10:57,Joseph Chebet,KEN,23.08.1970,1,Amsterdam,03.11.1996,Men,Marathon
7710,2:10:57,Tendai Chimusasa,ZIM,28.01.1971,1,Hamburg,19.04.1998,Men,Marathon
7710,2:10:57,Leszek Bebło,POL,08.07.1966,9,Paris,04.04.1999,Men,Marathon
7710,2:10:57,Ambesse Tolossa,ETH,28.08.1977,8,Rotterdam,16.04.2000,Men,Marathon
7710,2:10:57,Andrés Espinoza,MEX,04.02.1963,1,Torreón,04.03.2001,Men,Marathon
7710,2:10:57,Elly Rono,KEN,10.08.1970,1,Duluth,22.06.2002,Men,Marathon
7710,2:10:57,Sergey Lukin,RUS,03.01.1975,8,Eindhoven,12.10.2003,Men,Marathon
7710,2:10:57,Daniel Kiplagat Cheribo,KEN,01.01.1981,3,Torino,18.04.2004,Men,Marathon
7710,2:10:57,Luke Metto,KEN,01.01.1976,5,Seoul,07.11.2004,Men,Marathon
7710,2:10:57,Peter Kiprotich Cherus,KEN,27.02.1979,4,Frankfurt,29.10.2006,Men,Marathon
7710,2:10:57,Jackson Kobut Kipkoech,KEN,12.02.1988,3,See Genezareth,10.01.2008,Men,Marathon
7710,2:10:57,Haruka Kawamura,JPN,25.09.1999,7,Hofu,03.12.2023,Men,Marathon
7710,2:10:57,Alebachew Wale,ETH,21.12.1980,3,Hannover,07.04.2019,Men,Marathon
7710,2:10:57,Matt Baxter,NZL,06.08.1994,43,Valencia,01.12.2024,Men,Marathon
7710,2:10:57,Cj Albertson,USA,11.10.1993,10,New York,03.11.2024,Men,Marathon
7710,2:10:57,Armand Parmentier,BEL,15.02.1954,6,Olympiastadion,14.08.1983,Men,Marathon
7760,2:10:58,Moses Kimeli Arusei,KEN,01.01.1983,1,Madrid,17.04.2011,Men,Marathon
7760,2:10:58,Ruggero Pertile,ITA,08.08.1974,1,Torino,14.11.2010,Men,Marathon
7760,2:10:58,James Kiplagat,KEN,04.10.1991,5,Copenhagen,05.05.2024,Men,Marathon
7760,2:10:58,Silas Kipngetich Sang,KEN,21.08.1978,4,Ottawa,29.05.2011,Men,Marathon
7760,2:10:58,Vincent Kiplagat Mitei,KEN,10.08.1984,1,Istanbul,16.10.2011,Men,Marathon
7760,2:10:58,Mathew Kipkoech Kisorio,KEN,16.05.1989,7,New York,06.11.2011,Men,Marathon
7760,2:10:58,Artur Kozlowski,POL,19.01.1985,8,Wien,15.04.2012,Men,Marathon
7760,2:10:58,Franklin Chepkwony,KEN,15.06.1984,1,Zürich,22.04.2012,Men,Marathon
7760,2:10:58,Samson Kiptoo Bungei,KEN,17.11.1982,5,Valencia,17.11.2013,Men,Marathon
7760,2:10:58,Jonathan Kiptoo,KEN,04.08.1987,2,Warszawa,28.09.2014,Men,Marathon
7760,2:10:58,Koji Gokaya,JPN,22.02.1988,9,Berlin,27.09.2015,Men,Marathon
7760,2:10:58,Maiyo Johnstone Kibet,KEN,06.10.1988,3,Warszawa,27.09.2015,Men,Marathon
7760,2:10:58,Stanlei Kipchirchir,KEN,03.01.1985,1,Stockholm,05.06.2016,Men,Marathon
7760,2:10:58,Juan Pacheco,MEX,11.12.1990,5,Houston,20.01.2019,Men,Marathon
7760,2:10:58,Felicien Muhitira,RWA,04.11.1994,6,Roma,07.04.2019,Men,Marathon
7760,2:10:58,Mohamed Reda El Aaraby,MAR,12.11.1989,2,Hefei,10.11.2019,Men,Marathon
7760,2:10:58,Takuya Fujikawa,JPN,17.12.1992,54,Otsu,28.02.2021,Men,Marathon
7760,2:10:58,Krystian Zalewski,POL,11.04.1989,3,Debno,18.04.2021,Men,Marathon
7760,2:10:58,Kiyohito Akiyama,JPN,19.11.1994,33,Tokyo,06.03.2022,Men,Marathon
7760,2:10:58,Abdi Ibrahim Abdo,BRN,24.04.1997,2,Firenze,27.11.2022,Men,Marathon
7760,2:10:58,Ahmed Baday,MAR,15.06.1974,3,Marrakech,31.01.2010,Men,Marathon
7760,2:10:58,Samson Kiptoo Bungei,KEN,17.11.1982,4f1,See Genezareth,08.01.2009,Men,Marathon
7760,2:10:58,Christopher Cheboiboch,KEN,03.03.1977,2,San Diego,03.06.2007,Men,Marathon
7760,2:10:58,Alfonse Yatich,KEN,01.01.1983,4,Dubai,12.01.2007,Men,Marathon
7760,2:10:58,Erenjia Jia,CHN,28.07.1993,2,Nanjing,17.11.2024,Men,Marathon
7760,2:10:58,Filmon Tesfu,NED,05.09.1993,13,Amsterdam,20.10.2024,Men,Marathon
7760,2:10:58,Shuichi Morita,JPN,03.02.1965,1,Fukuoka,01.12.1991,Men,Marathon
7760,2:10:58,Diego García,ESP,12.10.1961,10,San Sebastián,31.10.1993,Men,Marathon
7760,2:10:58,Martin Pitayo,MEX,10.11.1960,6,London,17.04.1994,Men,Marathon
7760,2:10:58,António Pinto,POR,22.03.1966,2,Paris,24.04.1994,Men,Marathon
7760,2:10:58,Bong-Ju Lee,KOR,11.10.1970,1,Kyongju,19.03.1995,Men,Marathon
7760,2:10:58,Kibet Soyekwo,UGA,06.06.1992,8,Milano,02.04.2023,Men,Marathon
7760,2:10:58,Vladimir Kotov,URS,21.02.1958,1,Moskva,24.05.1980,Men,Marathon
7760,2:10:58,Leonid Shvetsov,RUS,28.03.1969,6,Otsu,02.03.1997,Men,Marathon
7760,2:10:58,Benjamin Paredes,MEX,30.04.1962,2,Torreón,04.03.2001,Men,Marathon
7760,2:10:58,Mark Saina,KEN,10.11.1970,6,Paris,08.04.2001,Men,Marathon
7760,2:10:58,Nelson Ndereva,KEN,14.07.1967,9,Beijing,14.10.2001,Men,Marathon
7760,2:10:58,Sergio Chiesa,ITA,07.09.1972,3,Torino,21.04.2002,Men,Marathon
7760,2:10:58,Daniel Kiprono Sang,KEN,03.06.1993,2,Harbin,31.08.2025,Men,Marathon
7760,2:10:58,Hüseyin Can,TUR,27.01.1999,5,Istanbul,02.11.2025,Men,Marathon
7760,2:10:58,Haimanot Mateb,ETH,18.04.2001,21,Dubai,01.02.2026,Men,Marathon
7760,2:10:58,Benjamin Itok,KEN,01.01.1972,1,Casablanca,16.03.2003,Men,Marathon
7760,2:10:58,Jonathan Ndambuki,KEN,03.08.1976,3,San Diego,21.06.1998,Men,Marathon
7760,2:10:58,Hammington Kimaiyo,KEN,02.02.1995,4,Mersin,10.12.2023,Men,Marathon
7804,2:10:59,Robert Kwambai,KEN,22.11.1985,1,Gunsan,14.04.2019,Men,Marathon
7804,2:10:59,Stephen Chebogut,KEN,09.01.1985,7,Eindhoven,09.10.2016,Men,Marathon
7804,2:10:59,Hendrik Pfeiffer,GER,18.03.1993,1,Hannover,03.04.2022,Men,Marathon
7804,2:10:59,Iraitz Arrospide,ESP,05.08.1988,22,Valencia,01.12.2019,Men,Marathon
7804,2:10:59,Michael Mugo Githae,KEN,26.08.1994,5,Fukuoka,01.12.2019,Men,Marathon
7804,2:10:59,Taiga Ito,JPN,22.10.1986,6,Fukuoka,01.12.2019,Men,Marathon
7804,2:10:59,Julius Tuwei,KEN,26.09.1993,3,Shenzhen,15.12.2019,Men,Marathon
7804,2:10:59,John Kemboi Cheruiyot,KEN,05.07.1990,2,Rabat,19.04.2015,Men,Marathon
7804,2:10:59,Wilson Kipsang Kiprotich,KEN,15.03.1982,1,New York,02.11.2014,Men,Marathon
7804,2:10:59,Ryo Yamamoto,JPN,18.05.1984,6,Wien,13.04.2014,Men,Marathon
7804,2:10:59,Bernard Sang,KEN,15.02.1981,5,Istanbul,07.11.2021,Men,Marathon
7804,2:10:59,Kazuyoshi Kudo,JPN,27.02.1961,3,London,17.04.1988,Men,Marathon
7804,2:10:59,Isamu Sennai,JPN,11.08.1960,6,Tokyo,14.02.1988,Men,Marathon
7804,2:10:59,Marty Froelick,USA,12.03.1958,1,St. Paul,11.10.1987,Men,Marathon
7804,2:10:59,Michael Heilmann,GDR,26.10.1961,3,Fukuoka,02.12.1984,Men,Marathon
7804,2:10:59,Robert Hodge,USA,03.08.1955,2,Eugene,07.09.1980,Men,Marathon
7804,2:10:59,Daisuke Shimojo,JPN,03.04.2000,37,Tokyo,01.03.2026,Men,Marathon
7804,2:10:59,Challa Gossa,ETH,25.11.2000,7,Daegu,22.02.2026,Men,Marathon
7804,2:10:59,Derese Reta,ETH,13.09.1997,7,Abu Dhabi,13.12.2025,Men,Marathon
7804,2:10:59,Yemaneberhan Crippa,ITA,15.10.1996,38,Valencia,07.12.2025,Men,Marathon
7804,2:10:59,Challa Gossa,ETH,25.11.2000,3,Harbin,31.08.2025,Men,Marathon
7804,2:10:59,Guojian Dong,CHN,16.03.1987,11,Wuxi,23.03.2025,Men,Marathon
7804,2:10:59,Takuma Takemura,JPN,05.12.2000,3,City Hall,09.02.2025,Men,Marathon
7804,2:10:59,Goitom Kifle,ERI,03.12.1993,8,Hangzhou,03.11.2024,Men,Marathon
7804,2:10:59,Yongzheng Huang,CHN,17.11.2000,9,Hengshui,22.09.2024,Men,Marathon
7804,2:10:59,Stephen Mokoka,RSA,31.01.1985,27,Stade de France,10.08.2024,Men,Marathon
7804,2:10:59,Akihiro Kaneko,JPN,07.03.1994,6,Gold Coast,07.07.2024,Men,Marathon
7804,2:10:59,Felix Kirui,KEN,01.01.1986,8,Wuhan,24.03.2024,Men,Marathon
7804,2:10:59,Valentin Gondouin,FRA,04.03.1999,45,Valencia,03.12.2023,Men,Marathon
7804,2:10:59,Joel Melly,KEN,11.03.1984,2,Torino,05.11.2023,Men,Marathon
7804,2:10:59,Thomas Kibet,KEN,06.03.1996,2,Taipei City,18.12.2022,Men,Marathon
7804,2:10:59,Abera Kuma,ETH,31.08.1990,8,Málaga,11.12.2022,Men,Marathon
7804,2:10:59,Ahmed Salah,DJI,31.12.1956,3,Olympic Stadium,02.10.1988,Men,Marathon
7804,2:10:59,Ed Eyestone,USA,15.06.1961,5,Chicago,28.10.1990,Men,Marathon
7804,2:10:59,Tena Negere,ETH,05.10.1972,7,London,17.04.1994,Men,Marathon
7804,2:10:59,Tena Negere,ETH,05.10.1972,2,Paris,02.04.1995,Men,Marathon
7804,2:10:59,Alex Saekwo,KEN,12.12.1990,5,Cape Town,17.10.2021,Men,Marathon
7804,2:10:59,Ser-Od Bat-Ochir,MGL,07.10.1981,4,Oita,02.02.2014,Men,Marathon
7804,2:10:59,Ryosuke Fukuyama,JPN,25.09.1980,11,Otsu,03.03.2013,Men,Marathon
7804,2:10:59,Shuji Ikeda,JPN,22.12.1986,13,Tokyo,24.02.2013,Men,Marathon
7804,2:10:59,Aleksey Sokolov,RUS,15.04.1983,4,Nagano,15.04.2012,Men,Marathon
7804,2:10:59,Ahmed Nasef,MAR,01.03.1975,7,Chongqing,18.03.2012,Men,Marathon
